"logRe_J" "logIe_J" "logsigma" "elogRe_J" "elogIe_J" "elogsigma"
0.369 3.218 2.405 0.046 0.068 0.026
0.201 3.334 2.303 0.038 0.056 0.023
-0.012 3.29 2.064 0.064 0.094 0.163
0.23 3.074 2.059 0.05 0.074 0.13
0.257 3.142 2.299 0.057 0.085 0.06
0.218 3.115 2.17 0.053 0.079 0.051
0.438 3.128 2.341 0.048 0.071 0.067
0.458 2.82 2.149 0.046 0.068 0.068
0.504 3.023 2.319 0.039 0.058 0.048
0.157 3.141 2.249 0.053 0.079 0.064
0.108 3.377 2.262 0.048 0.071 0.046
0.076 3.163 2.195 0.059 0.087 0.128
0.56 2.922 2.298 0.032 0.048 0.056
0.459 2.539 2.075 0.057 0.084 0.139
0.234 3.059 2.056 0.059 0.087 0.146
0.24 2.936 2.274 0.059 0.087 0.076
0.401 3.182 2.241 0.034 0.05 0.077
0.609 2.858 2.315 0.032 0.048 0.039
0.45 3.11 2.35 0.032 0.048 0.024
0.344 3.055 2.102 0.055 0.081 0.057
0.271 3.101 2.072 0.056 0.083 0.086
0.335 3.143 2.316 0.042 0.063 0.031
0.195 3.426 2.296 0.039 0.058 0.022
0.516 2.715 2.271 0.045 0.067 0.059
0.093 3.191 2.165 0.057 0.085 0.064
0.295 3.204 2.3 0.058 0.085 0.062
0.157 3.409 2.176 0.057 0.084 0.131
0.177 3.235 2.259 0.064 0.094 0.073
0.463 2.553 2.278 0.056 0.083 0.097
0.207 3.214 2.153 0.047 0.069 0.126
0.529 3.137 2.444 0.043 0.063 0.036
0.654 3.023 2.365 0.032 0.048 0.053
-0.206 3.883 2.182 0.054 0.079 0.059
0.113 3.04 2.087 0.054 0.079 0.089
0.205 3.152 2.112 0.05 0.074 0.065
0.375 2.968 2.162 0.062 0.091 0.074
0.286 3.163 2.152 0.05 0.074 0.045
0.461 3.198 2.172 0.041 0.06 0.053
0.409 2.878 2.256 0.054 0.079 0.069
0.317 2.787 2.104 0.059 0.088 0.132
0.599 2.646 2.104 0.058 0.086 0.09
0.363 3.265 2.347 0.05 0.074 0.033
0.205 3.358 2.189 0.061 0.09 0.073
0.457 3.056 2.233 0.043 0.063 0.062
0.572 2.764 2.327 0.052 0.077 0.039
0.263 3.214 2.338 0.06 0.089 0.059
-0.156 3.586 2.067 0.055 0.082 0.077
0.167 3.429 2.087 0.046 0.068 0.11
0.357 3.123 2.248 0.059 0.087 0.071
0.188 3.096 2.216 0.063 0.093 0.048
0.345 3.222 2.377 0.04 0.059 0.04
0.215 3.255 2.361 0.061 0.091 0.054
0.48 2.928 2.283 0.053 0.078 0.08
0.551 3.043 2.352 0.044 0.066 0.026
0.004 3.343 2.355 0.063 0.094 0.047
0.405 3.088 2.321 0.055 0.082 0.057
0.31 3.167 2.074 0.045 0.066 0.1
0.699 2.756 2.211 0.044 0.066 0.056
0.341 3.118 2.308 0.034 0.05 0.047
0.524 2.674 2.136 0.053 0.079 0.082
0.24 3.229 2.211 0.06 0.089 0.042
0.349 2.934 2.244 0.063 0.093 0.111
0.375 3.011 2.317 0.032 0.048 0.02
0.503 2.989 2.255 0.036 0.053 0.053
0.446 3.078 2.309 0.032 0.048 0.026
0.075 3.255 2.075 0.064 0.095 0.099
0.747 2.643 2.414 0.044 0.065 0.081
0.331 2.922 2.176 0.048 0.071 0.051
0.614 2.694 2.155 0.032 0.048 0.045
0.175 3.34 2.179 0.044 0.065 0.117
0.231 3.171 2.117 0.055 0.081 0.094
0.546 2.946 2.312 0.049 0.072 0.057
0.496 2.901 2.226 0.053 0.078 0.098
0.413 3.142 2.287 0.038 0.056 0.043
0.15 3.302 2.226 0.046 0.068 0.064
0.594 2.884 2.362 0.035 0.052 0.052
0.288 3.075 2.138 0.049 0.072 0.129
0.352 2.976 2.193 0.043 0.064 0.07
0.395 2.964 2.23 0.052 0.077 0.057
-0.101 3.596 2.301 0.056 0.082 0.057
0.46 3.092 2.315 0.043 0.063 0.032
0.104 3.396 2.254 0.046 0.069 0.034
0.047 3.291 2.138 0.052 0.077 0.047
-0.035 3.59 2.12 0.045 0.067 0.077
0.457 2.88 2.059 0.045 0.067 0.062
0.197 3.249 2.173 0.056 0.083 0.076
0.077 3.102 2.157 0.058 0.086 0.075
0.34 3.121 2.198 0.059 0.087 0.065
0.169 3.364 2.231 0.052 0.077 0.049
0.269 3.243 2.193 0.049 0.072 0.094
-0.114 3.61 2.075 0.052 0.077 0.052
0.297 3.348 2.419 0.049 0.072 0.034
0.285 2.912 2.321 0.055 0.082 0.041
0.454 3.087 2.384 0.042 0.062 0.049
0.143 3.175 2.151 0.061 0.09 0.08
0.528 3.07 2.325 0.035 0.052 0.046
0.582 2.534 2.082 0.06 0.09 0.105
0.444 3.224 2.377 0.035 0.052 0.039
0.324 3.113 2.052 0.05 0.073 0.084
0.178 3.391 2.171 0.049 0.072 0.077
0.536 2.995 2.177 0.047 0.07 0.053
0.701 2.928 2.442 0.035 0.051 0.043
0.18 3.481 2.296 0.05 0.073 0.036
0.613 3.028 2.414 0.032 0.048 0.033
0.364 3.285 2.416 0.041 0.06 0.024
0.507 2.804 2.173 0.058 0.085 0.102
0.552 3.006 2.452 0.046 0.068 0.052
0.531 2.844 2.147 0.05 0.074 0.078
0.638 2.838 2.201 0.046 0.068 0.069
0.311 3.28 2.255 0.045 0.067 0.054
0.569 2.803 2.336 0.052 0.078 0.075
0.178 3.323 2.372 0.055 0.081 0.033
0.215 3.167 2.238 0.052 0.077 0.057
0.565 2.837 2.133 0.052 0.077 0.104
0.371 3.092 2.106 0.048 0.071 0.058
0.288 3.266 2.31 0.058 0.085 0.054
0.228 3.214 2.141 0.053 0.079 0.067
0.345 3.382 2.342 0.043 0.063 0.017
0.333 3.188 2.35 0.047 0.069 0.036
0.35 3.08 2.097 0.06 0.089 0.069
0.143 3.324 2.16 0.041 0.061 0.039
0.019 3.614 2.254 0.06 0.089 0.046
0.018 3.245 2.091 0.058 0.086 0.075
0.344 3.082 2.173 0.041 0.06 0.027
0.261 2.9 2.106 0.061 0.09 0.121
0.178 3.267 2.163 0.055 0.081 0.076
0.291 3.249 2.281 0.055 0.082 0.092
0.388 3.076 2.221 0.032 0.048 0.02
0.161 3.221 2.271 0.05 0.074 0.037
0.339 3.08 2.247 0.056 0.083 0.078
0.322 3.063 2.25 0.042 0.062 0.048
0.288 3.193 2.223 0.041 0.061 0.037
0.221 2.874 2.157 0.047 0.07 0.065
0.375 3.088 2.168 0.032 0.048 0.025
0.444 2.798 2.224 0.04 0.059 0.043
0.369 3.224 2.074 0.032 0.048 0.084
0.534 3.147 2.378 0.032 0.048 0.023
0.063 3.495 2.371 0.058 0.086 0.034
0.421 3.107 2.395 0.04 0.059 0.053
0.525 3.034 2.33 0.032 0.048 0.02
0.518 2.65 2.087 0.043 0.063 0.07
0.416 3.172 2.199 0.047 0.069 0.061
0.488 3.237 2.336 0.032 0.048 0.029
-0.036 3.612 2.209 0.046 0.069 0.057
0.085 3.06 2.069 0.041 0.061 0.061
-0.037 3.616 2.208 0.048 0.071 0.066
0.457 3.003 2.217 0.054 0.081 0.037
0.191 3.179 2.191 0.051 0.076 0.091
0.627 3.206 2.504 0.032 0.048 0.018
0.189 3.21 2.185 0.063 0.093 0.055
0.307 3.283 2.271 0.034 0.05 0.043
0.566 2.591 2.098 0.04 0.059 0.1
0.262 3.157 2.252 0.063 0.094 0.053
0.135 3.403 2.18 0.041 0.061 0.032
0.01 3.742 2.326 0.061 0.09 0.055
0.382 2.825 2.156 0.06 0.088 0.119
0.691 3.076 2.459 0.032 0.048 0.023
0.265 3.217 2.068 0.06 0.088 0.087
0.219 3.36 2.216 0.034 0.051 0.042
0.547 2.744 2.248 0.037 0.056 0.058
0.273 3.338 2.374 0.056 0.082 0.046
0.41 2.818 2.137 0.057 0.084 0.079
0.436 3.097 2.282 0.053 0.078 0.059
0.508 3.006 2.17 0.032 0.048 0.073
0.365 3.089 2.312 0.056 0.084 0.035
0.193 3.289 2.224 0.064 0.095 0.057
0.268 3.191 2.052 0.032 0.048 0.102
0.546 2.925 2.262 0.051 0.075 0.085
0.264 3.405 2.199 0.048 0.071 0.069
0.33 3.104 2.297 0.054 0.081 0.07
0.825 2.468 2.14 0.043 0.064 0.096
0.117 3.223 2.14 0.048 0.071 0.035
0.057 3.383 2.127 0.05 0.074 0.059
0.185 3.004 2.148 0.059 0.087 0.071
0.405 3.101 2.166 0.054 0.08 0.055
0.181 3.263 2.286 0.048 0.071 0.045
0.589 2.765 2.188 0.043 0.063 0.058
0.057 3.307 2.209 0.058 0.086 0.08
0.049 3.165 2.06 0.053 0.078 0.098
-0.038 3.372 2.177 0.06 0.089 0.04
0.148 3.423 2.298 0.061 0.091 0.045
0.201 3.296 2.223 0.035 0.052 0.053
-0.086 3.51 2.227 0.057 0.085 0.143
0.209 3.406 2.383 0.057 0.085 0.073
0.574 2.618 2.104 0.059 0.088 0.091
0.211 2.935 2.297 0.055 0.082 0.046
0.087 3.322 2.155 0.054 0.079 0.046
0.369 3.16 2.073 0.054 0.08 0.083
0.32 3.086 2.3 0.06 0.089 0.041
0.457 2.937 2.106 0.041 0.06 0.067
0.107 3.213 2.138 0.033 0.049 0.057
0.569 2.694 2.153 0.034 0.05 0.062
0.044 3.61 2.331 0.061 0.09 0.041
0.093 3.526 2.379 0.041 0.061 0.031
0.02 3.615 2.421 0.063 0.093 0.054
0.408 3.298 2.437 0.045 0.067 0.023
0.282 3.26 2.302 0.032 0.048 0.017
0.038 3.138 2.195 0.058 0.086 0.05
0.089 3.226 2.094 0.061 0.091 0.123
0.131 3.261 2.192 0.061 0.091 0.089
0.53 3.149 2.404 0.043 0.063 0.027
0.221 3.395 2.342 0.057 0.084 0.037
0.476 3.098 2.211 0.048 0.071 0.035
-0.395 3.745 2.207 0.034 0.05 0.021
0.294 3.195 2.215 0.059 0.087 0.053
0.055 3.251 2.109 0.038 0.056 0.036
0.533 2.845 2.152 0.032 0.048 0.062
0.348 3.262 2.316 0.037 0.055 0.026
0.144 3.542 2.446 0.058 0.085 0.062
0.213 3.029 2.052 0.061 0.09 0.079
0.489 3.058 2.382 0.049 0.073 0.041
0.656 2.649 2.1 0.032 0.048 0.146
-0.053 3.531 2.262 0.037 0.055 0.034
0.116 3.294 2.248 0.048 0.071 0.099
0.235 3.201 2.298 0.052 0.077 0.057
0.222 3.31 2.155 0.061 0.091 0.105
0.439 2.932 2.209 0.058 0.086 0.059
0.263 3.143 2.203 0.051 0.075 0.033
0.124 3.125 2.188 0.038 0.056 0.029
0.403 3.117 2.058 0.055 0.081 0.113
0.406 3.011 2.257 0.057 0.084 0.07
0.352 3.032 2.245 0.045 0.067 0.05
0.402 2.946 2.217 0.061 0.09 0.094
0.194 3.427 2.322 0.046 0.068 0.033
0.476 3.248 2.47 0.042 0.062 0.021
0.512 2.834 2.146 0.054 0.08 0.094
0.012 3.688 2.381 0.044 0.064 0.027
0.211 3.342 2.253 0.055 0.082 0.069
0.382 3.117 2.3 0.056 0.083 0.049
0.125 3.269 2.121 0.04 0.059 0.066
0.49 2.709 2.154 0.032 0.048 0.031
0.317 3.003 2.072 0.047 0.07 0.111
0.423 3.086 2.178 0.035 0.052 0.066
0.207 3.303 2.192 0.062 0.092 0.042
-0.006 3.357 2.237 0.032 0.048 0.018
0.377 3.222 2.352 0.033 0.049 0.035
0.194 3.5 2.427 0.055 0.082 0.034
0.099 3.593 2.311 0.058 0.087 0.036
0.423 2.991 2.146 0.054 0.08 0.051
0.523 3.177 2.464 0.042 0.062 0.026
0.141 3.316 2.189 0.048 0.072 0.049
0.344 3.128 2.159 0.058 0.086 0.061
0.075 3.505 2.134 0.063 0.094 0.054
0.202 3.313 2.306 0.032 0.048 0.013
0.271 3.113 2.054 0.063 0.093 0.115
0.139 3.371 2.309 0.064 0.095 0.106
0.258 3.313 2.221 0.032 0.048 0.02
0.133 3.204 2.1 0.06 0.089 0.096
0.414 3.101 2.343 0.033 0.049 0.049
0.358 3.017 2.247 0.032 0.048 0.026
0.398 3.127 2.311 0.054 0.079 0.047
0.243 3.299 2.05 0.044 0.065 0.083
0.462 2.702 2.161 0.061 0.09 0.121
0.327 3.134 2.066 0.056 0.083 0.064
0.246 3.093 2.191 0.051 0.075 0.04
0.476 3.116 2.454 0.048 0.071 0.033
0.214 3.445 2.41 0.057 0.084 0.048
0.78 2.92 2.452 0.032 0.048 0.023
0.149 3.398 2.317 0.063 0.093 0.058
0.169 3.39 2.234 0.062 0.091 0.064
0.18 3.35 2.407 0.062 0.092 0.036
0.284 3.125 2.192 0.057 0.085 0.121
0.409 3.249 2.371 0.032 0.048 0.02
0.565 3.011 2.392 0.045 0.066 0.038
0.291 3.085 2.246 0.064 0.095 0.083
0.235 3.337 2.076 0.056 0.083 0.165
0.467 2.877 2.357 0.058 0.086 0.067
0.654 2.95 2.335 0.04 0.06 0.02
0.025 3.378 2.263 0.052 0.076 0.049
0.509 2.883 2.276 0.055 0.081 0.04
0.551 3.189 2.397 0.039 0.058 0.021
0.134 3.191 2.129 0.047 0.069 0.046
0.277 3.202 2.366 0.061 0.09 0.03
0.304 3.143 2.122 0.061 0.09 0.051
0.257 3.242 2.225 0.061 0.09 0.06
0.679 2.701 2.29 0.048 0.072 0.067
0.304 3.052 2.072 0.054 0.081 0.114
0.404 3.05 2.345 0.055 0.081 0.047
0.636 2.758 2.09 0.047 0.07 0.072
0.459 3.164 2.35 0.047 0.07 0.037
0.39 3.145 2.231 0.054 0.08 0.061
0.533 2.946 2.137 0.032 0.048 0.044
0.365 3.282 2.338 0.05 0.074 0.034
0.195 3.318 2.229 0.063 0.093 0.089
0.06 3.385 2.222 0.06 0.089 0.055
-0.004 3.367 2.135 0.055 0.081 0.054
0.383 3.116 2.189 0.051 0.076 0.091
0.364 2.912 2.084 0.054 0.079 0.083
0.59 2.874 2.359 0.046 0.068 0.029
0.408 3.106 2.279 0.032 0.048 0.027
0.426 2.988 2.245 0.032 0.048 0.05
0.396 2.998 2.216 0.059 0.088 0.049
0.279 3.326 2.376 0.055 0.082 0.024
0.543 2.72 2.18 0.059 0.087 0.057
0.261 2.948 2.182 0.038 0.057 0.032
-0.077 3.578 2.264 0.051 0.076 0.037
0.149 3.226 2.057 0.055 0.082 0.086
0.126 3.247 2.197 0.051 0.076 0.033
0.117 3.086 2.138 0.051 0.075 0.078
0.287 3.074 2.331 0.032 0.048 0.031
0.532 2.824 2.249 0.052 0.077 0.064
-0.039 3.578 2.383 0.044 0.066 0.04
0.659 2.654 2.247 0.04 0.059 0.044
0.573 2.907 2.357 0.038 0.057 0.055
0.002 3.55 2.193 0.06 0.089 0.061
0.202 3.119 2.146 0.053 0.079 0.081
0.353 2.992 2.164 0.053 0.078 0.107
0.28 3.345 2.159 0.055 0.081 0.06
0.172 3.019 2.191 0.034 0.05 0.077
0.449 3.068 2.324 0.053 0.078 0.047
0.246 3.403 2.487 0.054 0.081 0.053
0.047 3.536 2.282 0.055 0.082 0.059
0.375 3.009 2.248 0.051 0.075 0.05
-0.185 3.318 2.053 0.049 0.073 0.057
0.097 3.595 2.138 0.06 0.089 0.046
0.612 2.874 2.16 0.046 0.069 0.089
0.496 2.926 2.15 0.055 0.082 0.072
0.155 3.358 2.232 0.032 0.048 0.021
0.373 3.312 2.336 0.032 0.048 0.029
0.511 2.916 2.339 0.053 0.079 0.041
-0.039 3.553 2.316 0.06 0.089 0.053
0.363 3.136 2.32 0.032 0.048 0.041
0.443 2.907 2.184 0.059 0.088 0.086
-0.021 3.58 2.341 0.064 0.095 0.034
0.281 3.115 2.179 0.045 0.066 0.046
0.007 3.395 2.347 0.063 0.093 0.049
-0.046 3.525 2.27 0.063 0.094 0.062
0.229 3.29 2.084 0.061 0.091 0.109
0.373 3.342 2.252 0.045 0.067 0.032
0.071 3.56 2.4 0.062 0.092 0.035
0.53 3.027 2.233 0.047 0.07 0.054
0.513 2.683 2.231 0.063 0.093 0.098
0.214 3.279 2.162 0.058 0.085 0.082
0.056 3.465 2.185 0.032 0.048 0.035
0.182 3.242 2.153 0.05 0.074 0.035
0.441 2.925 2.113 0.049 0.073 0.096
0.333 2.981 2.175 0.063 0.094 0.065
0.388 3.241 2.401 0.051 0.075 0.037
0.137 3.396 2.236 0.049 0.072 0.035
0.46 2.88 2.161 0.047 0.069 0.084
0.322 3.148 2.165 0.044 0.065 0.032
0.035 3.636 2.408 0.054 0.08 0.042
0.237 2.883 2.062 0.06 0.088 0.094
0.247 3.125 2.171 0.06 0.089 0.077
0.243 3.073 2.213 0.052 0.077 0.069
-0.03 3.211 2.098 0.06 0.089 0.074
0.203 3.179 2.193 0.062 0.091 0.05
0.473 3.012 2.332 0.04 0.06 0.035
0.203 3.399 2.443 0.057 0.084 0.033
0.189 3.285 2.363 0.046 0.069 0.042
0.17 3.45 2.095 0.058 0.086 0.133
0.399 3.102 2.292 0.055 0.082 0.042
0.378 3.07 2.36 0.033 0.049 0.037
0.278 3.264 2.355 0.048 0.071 0.044
0.332 3.212 2.286 0.038 0.056 0.043
0.573 2.852 2.129 0.039 0.057 0.075
0.266 3.258 2.331 0.053 0.079 0.063
0.361 3.238 2.205 0.035 0.052 0.046
0.049 3.44 2.148 0.063 0.094 0.059
0.313 3.29 2.241 0.042 0.062 0.042
0.218 3.435 2.388 0.042 0.062 0.027
0.166 3.281 2.284 0.046 0.069 0.062
0.269 3.07 2.242 0.053 0.079 0.051
0.074 3.232 2.166 0.034 0.051 0.055
0.244 3.344 2.284 0.044 0.065 0.026
0.567 3.002 2.437 0.037 0.055 0.028
0.742 2.83 2.383 0.042 0.062 0.034
0.111 3.588 2.311 0.036 0.053 0.021
0.065 3.39 2.098 0.047 0.069 0.054
0.378 2.939 2.2 0.06 0.089 0.127
0.176 3.172 2.18 0.047 0.07 0.067
0.296 3.153 2.281 0.06 0.088 0.044
0.338 2.996 2.097 0.064 0.095 0.067
0.576 2.844 2.353 0.051 0.076 0.038
-0.208 3.474 2.091 0.064 0.095 0.092
0.663 2.778 2.276 0.036 0.053 0.048
0.602 3.014 2.352 0.042 0.062 0.055
0.489 2.866 2.373 0.056 0.083 0.043
0.053 3.413 2.304 0.053 0.078 0.055
0.153 3.535 2.333 0.041 0.061 0.048
-0.098 3.814 2.28 0.044 0.066 0.029
0.039 3.423 2.36 0.06 0.089 0.033
0.072 3.564 2.387 0.045 0.067 0.035
0.072 3.311 2.225 0.058 0.086 0.034
0.407 2.674 2.181 0.051 0.076 0.071
0.595 2.916 2.308 0.037 0.055 0.04
-0.005 3.531 2.155 0.053 0.078 0.075
-0.068 3.386 2.153 0.054 0.08 0.061
-0.109 3.691 2.145 0.055 0.081 0.063
0.189 3.257 2.247 0.048 0.072 0.05
0.368 3.168 2.364 0.032 0.048 0.022
0.221 3.254 2.245 0.054 0.08 0.029
0.293 3.2 2.279 0.05 0.074 0.023
0.385 2.917 2.133 0.038 0.057 0.046
0.177 3.124 2.146 0.061 0.09 0.083
0.319 3.092 2.087 0.055 0.082 0.08
0.155 3.601 2.431 0.032 0.048 0.016
0.191 3.424 2.269 0.045 0.067 0.06
0.367 3.179 2.257 0.032 0.048 0.026
0.503 3.049 2.376 0.032 0.048 0.034
0.408 3.301 2.391 0.046 0.069 0.03
0.421 3.032 2.248 0.032 0.048 0.024
0.225 3.283 2.284 0.037 0.055 0.031
0.504 2.899 2.154 0.048 0.071 0.061
0.332 3.027 2.337 0.057 0.084 0.028
0.345 3.247 2.294 0.039 0.058 0.067
0.317 3.311 2.334 0.051 0.076 0.047
0.109 3.247 2.195 0.047 0.07 0.042
0.485 2.935 2.296 0.048 0.071 0.047
0.052 3.194 2.191 0.063 0.093 0.06
0.461 3.06 2.411 0.05 0.074 0.047
-0.285 3.67 2.073 0.062 0.092 0.113
0.269 3.483 2.369 0.032 0.048 0.019
0.31 3.267 2.328 0.05 0.074 0.038
0.499 3.165 2.24 0.043 0.063 0.059
0.34 3.159 2.279 0.052 0.076 0.047
0.14 3.238 2.179 0.045 0.067 0.046
0.137 3.485 2.295 0.059 0.087 0.039
0.353 3.245 2.321 0.053 0.078 0.075
0.276 3.404 2.32 0.05 0.074 0.03
0.232 3.295 2.193 0.051 0.076 0.091
0.38 3.1 2.241 0.052 0.077 0.039
0.406 3.137 2.329 0.051 0.075 0.05
0.393 2.96 2.072 0.056 0.083 0.087
-0.122 3.363 2.178 0.061 0.091 0.063
0.492 2.853 2.335 0.043 0.063 0.041
0.177 3.379 2.409 0.043 0.063 0.135
-0.048 3.579 2.261 0.057 0.085 0.119
0.203 3.368 2.315 0.06 0.088 0.042
0.321 3.214 2.347 0.042 0.063 0.025
0.604 2.608 2.149 0.056 0.083 0.099
0.319 2.895 2.112 0.032 0.048 0.045
0.167 3.293 2.179 0.047 0.07 0.069
-0.01 3.481 2.213 0.048 0.07 0.038
0.259 3.088 2.34 0.064 0.095 0.052
0.483 2.911 2.093 0.055 0.081 0.076
0.546 2.615 2.08 0.043 0.064 0.089
0.56 2.856 2.317 0.05 0.075 0.03
0.019 3.61 2.346 0.051 0.075 0.027
0.296 3.145 2.218 0.036 0.054 0.018
0.481 3.055 2.288 0.04 0.06 0.041
0.245 3.206 2.171 0.043 0.064 0.04
0.658 3.007 2.397 0.038 0.057 0.037
0.524 3.008 2.338 0.04 0.059 0.029
0.478 3.059 2.239 0.042 0.062 0.029
-0.048 3.598 2.13 0.06 0.089 0.068
0.172 3.084 2.068 0.059 0.088 0.092
0.202 3.165 2.186 0.045 0.067 0.055
0.233 3.105 2.09 0.06 0.089 0.062
0.279 3.303 2.437 0.055 0.081 0.027
0.33 3.194 2.397 0.042 0.063 0.038
0.06 3.561 2.244 0.06 0.09 0.053
0.102 3.441 2.164 0.04 0.059 0.04
0.314 3.271 2.237 0.046 0.069 0.053
0.361 2.977 2.162 0.06 0.089 0.065
0.656 2.58 2.164 0.056 0.082 0.076
0.194 3.464 2.196 0.047 0.069 0.041
0.288 3.132 2.175 0.038 0.056 0.031
0.241 3.172 2.19 0.052 0.077 0.1
0.351 3.32 2.411 0.037 0.055 0.02
0.363 3.151 2.309 0.053 0.078 0.047
0.446 3.236 2.481 0.045 0.067 0.065
0.358 3.257 2.226 0.042 0.063 0.053
0.212 3.413 2.451 0.053 0.078 0.036
0.444 3.13 2.355 0.049 0.073 0.033
0.286 3.042 2.201 0.062 0.092 0.053
0.202 2.974 2.129 0.033 0.049 0.066
0.451 3.053 2.268 0.041 0.061 0.032
0.135 3.126 2.287 0.062 0.092 0.046
0.594 2.752 2.214 0.039 0.058 0.061
0.157 3.317 2.113 0.032 0.048 0.054
0.115 3.414 2.37 0.064 0.095 0.045
-0.185 3.613 2.14 0.059 0.088 0.067
0.374 3.312 2.383 0.039 0.057 0.032
-0.061 3.318 2.074 0.057 0.085 0.065
0.225 3.347 2.223 0.059 0.088 0.123
0.386 3.279 2.278 0.044 0.066 0.032
0.212 3.106 2.218 0.044 0.066 0.036
0.201 3.018 2.223 0.054 0.08 0.076
0.409 3.307 2.159 0.046 0.069 0.075
0.689 2.655 2.192 0.037 0.055 0.064
0.302 3.005 2.079 0.06 0.089 0.115
0.598 2.829 2.082 0.039 0.058 0.159
0.341 3.145 2.258 0.054 0.081 0.039
0.599 2.783 2.178 0.041 0.06 0.052
0.458 3.259 2.386 0.04 0.06 0.024
0.092 3.226 2.18 0.062 0.093 0.078
0.319 2.982 2.192 0.042 0.062 0.031
0.098 3.404 2.248 0.051 0.076 0.022
0.097 3.452 2.192 0.055 0.082 0.083
0.051 3.572 2.287 0.054 0.08 0.082
0.364 3.22 2.31 0.043 0.063 0.046
0.54 2.739 2.219 0.059 0.087 0.044
0.295 3.239 2.121 0.038 0.057 0.086
-0.029 3.837 2.446 0.051 0.075 0.037
0.229 3.282 2.36 0.045 0.067 0.033
0.069 3.309 2.219 0.057 0.085 0.028
0.563 2.764 2.342 0.039 0.058 0.039
0.558 2.846 2.281 0.033 0.049 0.036
0.183 2.99 2.125 0.064 0.094 0.087
0.356 3.308 2.298 0.034 0.051 0.033
0.107 3.437 2.171 0.064 0.095 0.131
0.199 3.266 2.137 0.059 0.087 0.06
0.4 3.355 2.435 0.036 0.054 0.051
0.19 3.449 2.347 0.053 0.079 0.026
0.368 3.232 2.258 0.038 0.056 0.046
0.294 3.248 2.333 0.053 0.079 0.049
0.297 3.184 2.311 0.056 0.082 0.046
0.475 2.77 2.136 0.063 0.093 0.117
-0.016 3.516 2.178 0.058 0.086 0.09
0.414 3.075 2.378 0.044 0.066 0.072
0.232 3.279 2.355 0.048 0.07 0.042
0.126 3.147 2.128 0.063 0.093 0.076
0.464 2.793 2.186 0.045 0.067 0.036
0.406 2.926 2.238 0.056 0.083 0.065
0.384 2.972 2.346 0.06 0.089 0.086
0.179 3.109 2.124 0.059 0.088 0.104
0.398 3.177 2.256 0.032 0.048 0.017
0.499 2.66 2.07 0.032 0.048 0.055
0.227 3.315 2.328 0.032 0.048 0.026
0.158 3.226 2.201 0.064 0.095 0.039
-0.272 3.666 2.061 0.062 0.092 0.095
-0.021 3.64 2.414 0.062 0.092 0.035
0.454 3.074 2.418 0.047 0.07 0.037
0.3 3.136 2.325 0.051 0.076 0.049
0.271 2.997 2.283 0.061 0.09 0.077
0.381 3.009 2.125 0.056 0.083 0.082
0.435 3.233 2.305 0.041 0.06 0.04
0.248 3.282 2.192 0.058 0.085 0.049
0.48 3.021 2.328 0.042 0.062 0.035
0.045 3.482 2.245 0.058 0.086 0.069
0.474 2.945 2.144 0.042 0.062 0.057
0.696 2.989 2.426 0.032 0.048 0.016
0.215 3.17 2.156 0.062 0.091 0.13
0.691 2.92 2.382 0.032 0.048 0.03
0.489 2.606 2.096 0.058 0.086 0.129
0.27 3.286 2.292 0.052 0.077 0.049
0.501 2.931 2.242 0.04 0.06 0.034
-0.011 3.647 2.335 0.056 0.082 0.036
0.086 3.244 2.206 0.063 0.093 0.065
0.281 3.123 2.196 0.054 0.08 0.051
0.445 3.135 2.319 0.049 0.073 0.044
-0.094 3.439 2.168 0.036 0.053 0.03
0.504 3.054 2.218 0.049 0.073 0.061
0.371 2.998 2.216 0.052 0.077 0.058
0.108 3.55 2.286 0.056 0.082 0.031
0.445 2.969 2.196 0.037 0.055 0.04
0.181 3.179 2.151 0.061 0.09 0.059
0.142 3.442 2.42 0.053 0.079 0.041
0.543 3.12 2.353 0.043 0.064 0.031
0.196 3.352 2.172 0.062 0.092 0.096
0.076 3.528 2.309 0.059 0.087 0.047
0.106 3.31 2.263 0.049 0.072 0.105
0.432 3.009 2.304 0.056 0.083 0.06
-0.106 3.662 2.249 0.049 0.072 0.035
0.316 2.795 2.085 0.059 0.088 0.074
0.05 3.613 2.214 0.063 0.093 0.054
0.316 3.091 2.297 0.061 0.091 0.08
0.172 3.314 2.245 0.059 0.088 0.084
0.306 3.332 2.126 0.05 0.074 0.062
0.005 3.312 2.12 0.05 0.074 0.066
0.46 3.214 2.362 0.046 0.068 0.026
0.385 3.062 2.277 0.047 0.07 0.035
0.061 3.461 2.235 0.056 0.083 0.035
0.375 3.08 2.32 0.032 0.048 0.022
0.213 3.244 2.132 0.048 0.071 0.065
0.266 3.262 2.341 0.032 0.048 0.025
0.361 3.295 2.428 0.034 0.05 0.058
0.255 3.324 2.15 0.047 0.07 0.037
0.736 2.785 2.321 0.039 0.057 0.051
0.525 2.825 2.165 0.032 0.048 0.031
0.038 3.158 2.119 0.053 0.078 0.124
0.329 3.09 2.239 0.048 0.071 0.062
0.325 3.239 2.221 0.042 0.063 0.041
0.236 3.204 2.298 0.045 0.067 0.026
0.01 3.371 2.259 0.059 0.087 0.045
-0.036 3.711 2.476 0.05 0.075 0.037
0.106 3.388 2.053 0.043 0.063 0.066
0.103 3.289 2.097 0.05 0.074 0.068
